operator,id,date,date_raw,username,title,full_text,company_reply,is_resolved,satisfaction,description_preview,keywords,view_count,upvote_count,url,banka_key,banka_label,ay_str,kelime_sayisi
VakifBank,31340230,2025-01-17,17 Ocak 2025 22:27,Yaşar,VakıfBank Borcu Nedeniyle Akrabalara Yönelik Usulsüz Aramalar Ve Tehditler,"VakıfBank avukatları tarafından 0538********98 numaralı telefondan aranarak veya öyle tanıtılarak tehditkâr konuşmalarla zor durumda bırakıldım. Borçlu olan benim, ancak ailem, ablam ve yengem gibi yakınlarımı arayarak onları korkuttular. Annem kalp hastası ve bu durumdan dolayı fenalaştı. Deprem bö
...","VakıfBank 17 Ocak 2025 22:27    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözüldü,3.0,"VakıfBank borcumdan dolayı i**** hukuk bürosu adı altında çalışan şahıslar, tüm akrabalarımı arayıp SMS atarak 'evinize haciz gelecek' gibi sözlerle tehdit etmekte, KVKK hükümlerine uymayıp şahsın aile fertlerini aramaktadır. Az bir borcunuz dahi olsa yasaları hiçe sayıp farklı farklı numaralardan...",#İcra Borcu Ödeme,17264.0,,https://www.sikayetvar.com/vakifbank/vakifbank-borcu-nedeniyle-akrabalara-yonelik-usulsuz-aramalar-ve-tehditler,VakifBank,VakıfBank,2025-01,39
VakifBank,31340238,2025-01-17,17 Ocak 2025 22:27,Erdi,Bloke Edilen Kredi Tutarının İadesi Sorunu,"VakıfBank'tan ertelemeli kredi çektiğim için masrafsız ihtiyaç kredisi adı altında kovan hesabımda kredi çekerken bloke konulan 10.000 TL yi krediyi k
...","VakıfBank 17 Ocak 2025 22:27    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Erdi 20 Ocak 2025 22:42 Çok teşekkürler, sorunum çözüldü :)",Çözüldü,5.0,VakıfBank'tan ertelemeli kredi çektiğim için masrafsız ihtiyaç kredisi adı altında kovan hesabımda kredi çekerken bloke konulan 10.000 TL; krediyi cay...,#İhtiyaç Kredisi,7359.0,,https://www.sikayetvar.com/vakifbank/bloke-edilen-kredi-tutarinin-iadesi-sorunu-1,VakifBank,VakıfBank,2025-01,22
VakifBank,31341245,2025-01-18,18 Ocak 2025 00:48,Mehmet,VakıfBank Esnaf Kredisi Masraf Kesintisi Sorunu,"VakıfBank'tan maaş alıyorum, her ödememi, faturalar dahil her şeyi VakıfBank'tan yapıyorum ama 20.000 TL çektim 200 TL ücret kesintisi yaptılar. Baştan ücretsiz çekim limiti şu, ücretli çekim limi şu diye belirtseniz daha iyi olacak, kesilen tutar önemli meblağ değil ama saçma bir kesinti. Ayrıca ba
...","VakıfBank 18 Ocak 2025 00:48    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Mehmet 21 Ocak 2025 01:13 3 gün oldu herhangi bir geri dönüş yapmadılar",Çözülmedi,1.0,VakıfBank'tan 500.000 TL tam standart esnaf paketi kredisi çektim. 20 bin lira masraf kesintisi çekti. 20 bin lirayı neye göre çekiyorsunuz ve detayları nelerdir göremiyorum. Müşteri hizmetleri de bilgi vermiyor. Bu miktarı ödemek istemiyorum ve iadesini talep ediyorum.,#Esnaf Kredisi,10678.0,,https://www.sikayetvar.com/vakifbank/vakifbank-esnaf-kredisi-masraf-kesintisi-sorunu,VakifBank,VakıfBank,2025-01,46
VakifBank,31345963,2025-01-18,18 Ocak 2025 17:27,Önder,,,,Çözülmedi,,"Merhaba, benim kredi, KMH, ve kredi kartı BDDK'nın çıkarmış olduğu 60 ay yapılandırma hakkından kullanmak istedim. Bunun için Beyoğlu şubeye gittiğimde 12 ay yapabiliriz dediler. Maaş müşterisiyim ve kredi ödemeleri maaşımdan yüksek olduğu için ödeyemiyorum. İcra gelsin istemiyorum. Yetkili VakıfBa...",#Kredi,992.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31346690,2025-01-20,20 Ocak 2025 16:20,Şeref,,,,Çözülmedi,,17.01.2025 günü saat 18.11'de Ankara Gölbaşı Ziraat Bankası şubesi önündeki ATM'lerinden VakıfBank kartımla hesabıma 5000 TL yatırmak istedim. Parayı yatırma bölmesine koyduktan sonra para kontrol edilirken 1 adet 200 TL'yi geri bölmeden iade etti. Parayı değiştirmek isterken para alma bölmesi kapan...,,1002.0,1.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31347974,2025-01-18,18 Ocak 2025 21:44,Cenap,,,,Çözülmedi,,9 yıllık VakıfBank maaş müşterisiyim ve her zaman kredi kartı borcumu eksiksiz ve düzenli ödeyen bir memurum (gerçi bunların VakıfBank için hiçbir önemi yok). 15.01.2025 tarihinde VakıfBank Troy kartım ile 150.000 TL'lik eğitim harcaması yaptım. Bu harcamayı yapmadan önce müşteri hizmetlerini araya...,#Troy Kart,4939.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31349775,2025-01-19,19 Ocak 2025 03:09,Ercan,VakıfBank Promosyon Ödemesi Sorunu,"VakıfBank, promosyon ödemesi olarak aylık 500+500 TL kart başına şartları yerine getirirseniz ödeme yapıyor diye reklam yapıyor, ama bana yatan sadece 500 TL. Bankaya gittim, 'Yatırırlar' deyip gönderdiler ama hala yatmadı. VakıfBank maalesef hüsran. Neyse, yarın düzgün bir bankaya geçiş yaparım.","VakıfBank 19 Ocak 2025 03:09    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Ercan 19 Ocak 2025 03:38 O dediklerinizin her ikisini de yaptım zaten kayıtlar sizde var ortada çözüm yok sizin başka bir çözüm önerisi varsa memnun olurum Ercan 29 Ocak 2025 10:28 Sorun çözüldü",Çözüldü,5.0,"VakıfBank ile aylık harcamaya karşılık promosyon ödeme sorunu yaşıyorum. 4 aydır, 2 karttan aylık 500 TL harcamaya karşılık 500+500 toplam 1000 TL pro...",#Promosyon,4912.0,,https://www.sikayetvar.com/vakifbank/vakifbank-promosyon-odemesi-sorunu-1,VakifBank,VakıfBank,2025-01,41
VakifBank,31350029,2025-01-19,19 Ocak 2025 07:43,Metin,,,,Çözülmedi,,"VakıfBank kredi kartı kullanıyorum. Kartımın hesap kesim tarihi her ayın 15'i olmasına rağmen ve hesap kesim tarihinde de değişiklik yapmamama rağmen, banka bu sefer ayın 16'sında ekstre kesimi yapmış. Ben kart hesap kesim tarihi 15'i diye 16'sında 22.000 TL civarında harcama yaptım. Ayrıca yaptığım...",#Kredi Kartı,5808.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31350731,2025-01-19,19 Ocak 2025 11:57,Ebubekir,,,,Çözülmedi,,"VakıfBank'tan bugün VakıfBank kartımla 20 bin tl çektim, 200 TL masraf tahsilatı kesildi. Normalde hep çekiyordum, hiç kesilmiyordu. Paramın iadesini talep ediyorum. Parayı kolay mı kazanıyoruz? Madem masraf tahsilatı adı altında ücret keseceksiniz, o zaman niye uyarmıyorsunuz şu kadar para kesilece...",#Para Çekme,2513.0,2.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31351614,2025-01-19,19 Ocak 2025 14:07,Melek,,,,Çözülmedi,,18.01.2025 tarihinde VakıfBank yatırım fonlarından 6. Fon alımı gerçekleştirdim fakat portföyümde anında zarar göründü ve ana paramdan 250 küsur tl ke...,#Fon,3881.0,1.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31352592,2025-01-19,19 Ocak 2025 16:23,Ceren,Kredi Kartı Borcu İçin Yapılandırma Süresi Uzatma Talebi,"Maddi durumumun sıkıntıya düşmesinden kaynaklı olarak, kredilerimi ödeyemiyorum. 60 ay vade ile yapılandırma talebinde bulundum. Fakat 12 ay dan fazla
...","VakıfBank 19 Ocak 2025 16:23    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözüldü,5.0,100 bin değerinde kredi kartımı ödeyebilecek durumda değilim. Faizler çok yükseldi. Yatırdığım faize gidiyor. 12 ay yapılandırma yapıldı. Ödeyebilsem zaten asgarisini öderdim. Sorun yaşamadan ve davalık olmadan yapılandırma süresini uzatmak için yardım istiyorum.,#Kredi Kartı,2558.0,,https://www.sikayetvar.com/vakifbank/kredi-karti-borcu-icin-yapilandirma-suresi-uzatma-talebi,VakifBank,VakıfBank,2025-01,21
VakifBank,31352687,2025-01-19,19 Ocak 2025 16:37,Fulya,VakıfBank'ta Bloke Sorunu Ve Müşteri Hizmetleri Erişimsizliği,"2025 yılının ocak şubat, mart ve nisan ağlarının 15inde VakıfBank güvenli bankacılık tarafından hesabıma bloke konuluyor. Ocakta hadi benden kaynaklı olsun dedim. Şubat ayında 3 tane EFT yaptım diye sebep üretim kendimce ve mart ayında da şubeye gidip sorunu çözdüm. Nisan ayında yaptığım tek işlem k
...","VakıfBank 19 Ocak 2025 16:37    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözüldü,1.0,"VakıfBank'ta pandemi döneminde kredi almak için hesap açmıştım. Herhangi bir kart çıkarmadılar. Şu an ne banka kartım ne kredi kartım var. Geçtiğimiz sene sanıyorum mobil bankacılık şifremi yanlış girdim. Hesabım kitlendi ve bloke oldu. Bloke kaldırmak için her şeyi yapmama rağmen olmadı, pes ettim....",#Hesap,12591.0,,https://www.sikayetvar.com/vakifbank/vakifbankta-bloke-sorunu-ve-musteri-hizmetleri-erisimsizligi,VakifBank,VakıfBank,2025-01,47
VakifBank,31353213,2025-01-19,19 Ocak 2025 17:57,Burak,,,,Çözülmedi,,"31.05.2023 tarihinde 1.175.000 TL 180 ay vadeli kredi çektim. Kredi çekerken 15 bin TL değerinde hayat sigortası ve 3 bin TL civarında 'süper kazandıran tarife' adı altında birkaç para kesintisi yapıldı ve bana çektiğim sırada bunun zorunlu olduğu, cayma hakkım ile ilgili herhangi bir bilgilendirme...",#Kazandıran Tarife,138.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31355897,2025-01-20,20 Ocak 2025 00:28,Hüseyin,VakıfBank'ta Kredi Blokesi Sorunu: Cayma Hakkı Kullanımı Sonrası Para İadesi Talebi,"1
Destek","VakıfBank 20 Ocak 2025 00:28    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözüldü,5.0,VakıfBank'tan kredi çektiğim için masrafsız ihtiyaç kredisi adı altında kovan hesabımda kredi çekerken bloke konulan 11.000 TL; krediyi cayma hakkı ku...,#İhtiyaç Kredisi,7665.0,,https://www.sikayetvar.com/vakifbank/vakifbankta-kredi-blokesi-sorunu-cayma-hakki-kullanimi-sonrasi-para-iadesi-talebi,VakifBank,VakıfBank,2025-01,2
VakifBank,31355946,2025-01-20,20 Ocak 2025 00:41,Ahmet,,,,Çözülmedi,,VakıfBank'tan maaşlı müşteriyim çeşitli ihtiyaç nedeniyle ekşi hesaptan KMH dan para çektim ve 250 bin borcum. Var yapılandırmak istiyorum ancak çok faiz çıkıyor. Yeni çıkan cumhurbaşkanlığı kararından yararlanarak uygun faizle kredi verilip borcumu uzun vadeye yayılmasını istiyorum.,#Ek Hesap,7201.0,3.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31357027,2025-01-20,20 Ocak 2025 09:16,Müberra,,,,Çözülmedi,,VakıfBank kredi kartımla geçen ay cepte kazan uygulamasından 30.000 TL harcamaya 900 TL indirim kampanyasına katıldım. İndirimin yükleme tarihi 16 Oca...,#Kredi Kartı,1893.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31357035,2025-01-20,20 Ocak 2025 09:15,Hakan,,,,Çözülmedi,,"İyi günler VakıfBank. OYAK kaynaklı ek hesabım var, limitim 137 binde ve geçen yıldan beri değişmedi. Cenazem vardı nakide ihtiyacım var memleketteyim, acil ihtiyacım var. OYAK kaynaklı ek hesabımın limitinin yükseltilmesini talep ediyorum. OYAK bana 154 bin ek hesap limiti vermiş, memurum, her ay f...",#Ek Hesap,9193.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31357444,2025-01-20,20 Ocak 2025 10:26,Şeyhmus,,,,Çözülmedi,,"Ziraat kartımla VakıfBank ATM'sinden para çekmek istedim. Ünite arızası nedeniyle paramı vermedi. Oradaki güvenlik, 24 saat içerisinde kontrol edilip paranız hesabınıza yatacak dedi. Bugün 5. Gün, iki banka da topu birbirine atıyor, yalandan başka bir şey yok. 24 saatte onay mesajı geldi ama hâlâ he...",#Para Çekme,1157.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31358589,2025-01-20,20 Ocak 2025 12:18,Zülfü,,,,Çözülmedi,,"VakıfBank d. No/ 2023-92920 Kredi kartı borcumu ödedikten sonra B*** Hukuk Bürosu, Avukat m***** m**** i*** adıma açtığı dosyayı bir türlü kapatamıyorum. Yaklaşık 2 sene önce dosya ücretimi dahi ödedim. 2 sene oldu ya arıyorum meşgul hat dönüş sağlamıyorlar. Vakıf bankası gibi bir banka bunlarla nas...",#Borç Kapatma Kredisi,7506.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31358817,2025-01-20,20 Ocak 2025 12:34,Murat,VakıfBank'ta Bloke Edilen Kredi Tutarı Sorunu,"VakıfBank'tan çekmiş olduğum krediye istinaden 10.000 TL'ye 90 gün boyunca bloke konularak Kovan hesabı açılmış. Ancak açılan Kovan hesabı vadesiz hesap ve 90 günün sonunda da yine 10.000 TL olarak hesaba geçecekmiş. Resmen paraya el koymuşlar, bunun mantığını anlamak mümkün değil. Yaklaşık 20 yıllı
...","VakıfBank 20 Ocak 2025 12:34    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözüldü,1.0,"VakıfBank dan çekmiş olduğum krediye istinaden 11.000 TL'ye 90 gün boyunca bloke konularak Kovan hesabı açılmış, ancak açılan kovan hesabı vadesiz hesap ve 90 günün sonunda da yine 11.000 TL olarak hesaba geçecekmiş. Resmen paraya el koymuşlar bunun mantığını anlamak mümkün değil. Yaklaşık 22 yıllık...",#Kredi,11098.0,,https://www.sikayetvar.com/vakifbank/vakifbankta-bloke-edilen-kredi-tutari-sorunu,VakifBank,VakıfBank,2025-01,45
VakifBank,31360425,2025-01-20,20 Ocak 2025 14:41,Aysun,,,,Çözülmedi,,VakıfBank click kart 25000 TL 3 ay faizsiz nakit avans kampanyasını gördüm ve katıldım. Kartım geldi ve şifresi ayarladım. Online bankacılığa girdim ve nakit avans çekim ekranında faiz yazıyordu. Kontrollerinizi rica ediyorum lütfen. Teşekkür ederim. Yardımcı olursanız sevinirim.,#Click Kart,5595.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31361023,2025-01-20,20 Ocak 2025 15:31,Özay,,,,Çözülmedi,,"VakıfBank'ın 2024 yılında yaptığı Emekli Yüzyıl Promosyon Ödemesi kampanyası kapsamında, emekli bankomat kartımla 30 Aralık tarihinde Migros iş yerinden 500 TL harcama yaptım fakat 20 Ocak'ta iadem yatmadı. Ayrıca, emekli kredi kartı harcamalarımdan sadece 350 TL'lik iade oldu, aslında toplam 500 TL...",#Promosyon,5412.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31363690,2025-01-20,20 Ocak 2025 19:11,Can,,,,Çözülmedi,,"Ek hesabımı 60 ay ile yapılandırmak istiyorum, bu bankanın ödeme kolaylığı gibi bir niyeti hiç olmadı. Maaş müşterisiyim. Memurum ama ne eksi hesabımın limitini artırıyor ne de 60 ay vade ile yapılandırma kolaylığı sağlıyor... İnternet bankacılığından hiçbir şekilde kimseye ulaşılamıyor...",#Ek Hesap,867.0,1.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31364241,2025-01-20,20 Ocak 2025 20:02,Aylin,,,,Çözülmedi,,"Eşimin ihtiyaç kredisi borcu var ve maalesef aylık ödemesi 180 bin. Eşimin aldığı maaş ise 60 bin. Yapılandırmak için bankaya gidiyoruz, bize 12 ay yapabiliriz diyorlar. En az 3 yıl olması lazım. Biz borcumuzu ödemek istiyoruz, ne olur yardım edin. Çok zor durumdayız. Bankayla aramız kötü olsun iste...",#İhtiyaç Kredisi,1778.0,2.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31364793,2025-01-20,20 Ocak 2025 20:53,Emine,,,,Çözülmedi,,"VakıfBank internet bankacılığına giriş yapamıyorum...,.,.,... Yeni telefon değiştirdikten sonra yeni telefonda internet bankacılığına giriş yapamıyorum. Eski telefonda halbuki hesap kapalı olması gerekiyor. Diğer banka hesaplarında hiç böyle bir soruna rastlamadım. Müşteri hizmetlerine gelirsek zate...",#NFC,2217.0,1.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31365415,2025-01-20,20 Ocak 2025 22:03,Bekir,,,,Çözülmedi,,Merhaba bugün VakıfBank ATM den 20 bin tl para çekmem gerekti. Kartımı daha öncesinde yuttuğu için QR kodla çekmek zorunda kaldım. Tek seferde çekme limiti 10 bin tl imiş. 2 kere 10 bin tl çektim 2. Çekişimde 200 TL para kesti... Bu nasıl bir uygulamadır. Bu nasıl bir hizmettir veya hangi hizmetin k...,#Hesap,7372.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31366658,2025-01-21,21 Ocak 2025 00:31,Emrah,Sky Limit Kredi Cayma Hakkı Sonrası Kullanım Sorunu,"Ben Sky Limit'ten kredi kullandım, yasal sürede cayma hakkımı kullandım. Asla kötü niyetim bulunmamaktadır. Şu an sky limit'ten kullanılabilir miktar olmasına rağmen şu an kredi çekemiyorum. Maaşlı müşterinizim. Sorunumun en kısa süre içinde giderilerek tekrar sky limitimin aktif olmasını talep ediy
...
3
Yorum","VakıfBank 21 Ocak 2025 00:31    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözülmedi,1.0,"Ben Sky Limit'ten kredi kullandım, 14 gün içinde cayma hakkımı kullandım şu an kredi çekemiyorum. Maaşlı müşterinizim, Sky Limit'imde limit de var. Cayma kullandıktan sonra Sky Limit'imi kullanamadım. Sorunumun en kısa sure içinde giderilmesini talep ediyorum...",#Sky Limit,2976.0,,https://www.sikayetvar.com/vakifbank/sky-limit-kredi-cayma-hakki-sonrasi-kullanim-sorunu,VakifBank,VakıfBank,2025-01,44
VakifBank,31367304,2025-01-21,21 Ocak 2025 02:34,Zehra,Kredi Blokesi Nedeniyle Mağduriyet,"VakıfBank'tan 100 bin tl kredi çektim, 10 bin tl'si kovan hesabı olarak bloke koyuldu. Şu an kredimi kapattım fakat kovan hesabındaki paramı çekemiyor
...
1
Destek","VakıfBank 21 Ocak 2025 02:34    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Zehra 21 Ocak 2025 03:49 Teşekkür ederim umarım en kısa sürede çözülür. Arkadaşlar sorun çözülürse veya çözülmezse buradan bilgi vereceğim Zehra 21 Ocak 2025 12:32 Sorun çözüldü teşekkürler",Çözüldü,5.0,"VakıfBank'tan 150 bin TL kredi çektim, 15 bin TL'si kovan hesabı olarak bloke koyuldu. Şu an kredimi kapattım fakat kovan hesabındaki paramı çekemiyorum. Kredimi kapattım, neden hâlâ o parayı alamıyorum? Bu çok saçma, blokemin kaldırılmasını talep ediyorum.",#Kredi,10413.0,,https://www.sikayetvar.com/vakifbank/kredi-blokesi-nedeniyle-magduriyet,VakifBank,VakıfBank,2025-01,26
VakifBank,31367547,2025-01-21,21 Ocak 2025 04:54,Ali,,,,Çözülmedi,,"Merhaba, VakıfBank Mobil üzerinden 10 Temmuz 2024 tarihinde 100.000 TL kredi kullandım. Hesabımdan 'Kazandıran Tarife' ücreti adı altında 3.150 TL kesinti yapıldı. Bahsi geçen sigorta ve sigortacılık mevzuatıyla ilgili Bankacılık Düzenleme ve Denetleme Kurumu (BDDK) tebliğleri ve 6502 sayılı Tüketic...",#Kazandıran Tarife,884.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31368092,2025-01-21,21 Ocak 2025 09:56,Beytullah,,,,Çözülmedi,,VakıfBank sarı kart ek hesaptan 135 bin tl kullandım ödemekte zorluk çektiğim için hesabı yapılandırmak istiyorum. İlgililerden gereğinin yapılmasını arz ediyorum. Borcumu ödemekte zorlandığım için gecikme faizi ile birlikte yüksek faizler ödemekte zorlanıyorum.,#Ek Hesap,4483.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31368277,2025-01-21,21 Ocak 2025 10:24,Fatih,,,,Çözülmedi,,"VakıfBank üzerinden hisse senedi ya da borçlanma araçları fon alımı yaptığımda fon valör tarihine kadar likit fonda değerlendirilirdi. En son 16 ocakta 100 bin tl borçlanma fonu almak için talimat verdim, valör tarihi 4 gün idi. Bana 4 gün sonunda VK6 fonunun getirisi yaklaşık 500 TL olması gerekirk...",#Fon,3002.0,1.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31371864,2025-01-21,21 Ocak 2025 15:30,Durmuş,,,,Çözülmedi,,VakıfBank click kart 25000 TL 3 ay faizsiz nakit avans kampanyasını gördüm ve katıldım. Kartım geldi ve şifresini ayarladım. Online bankacılığa girdim ve nakit avans çekim ekranında faiz yazıyordu. Kontrollerinizi rica ediyorum. Yardımcı olursanız sevinirim.,#Click Kart,6194.0,0.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31372775,2025-01-21,21 Ocak 2025 16:40,Ulvi,,,,Çözülmedi,,VakıfBank müşterisi olmama rağmen 16 Ocak 2025 tarihinde kullandığım 50.000 TL tutarındaki ihtiyaç kredisi üzerinden 'Kazandıran Tarife' adı altında kesilen 2.268 TL ücretin geri ödenmesi için en kısa sürede dönüş yapılmasını ve benden kesilen ücretin iadesini talep ediyorum. Bahse konu sigorta ve s...,#Kazandıran Tarife,866.0,1.0,,VakifBank,VakıfBank,2025-01,0
VakifBank,31374275,2025-01-21,21 Ocak 2025 19:05,Murat,VakıfBank 6. Fon'da Stopaj Kesintisi Mağduriyeti,"Yıllardır VakıfBank maaş müşterisiyim. Biriktirdiğim paralarımı da VakıfBank 6. Fon'da değerlendiriyorum. Hafta sonları ve bayramlar hariç bu fonlarda alım satımda herhangi bir masraf veya fiyat farkı yoktur. Ne var ki 25.06.2024 tarihi, salı günü, yani bugün araç almak için VakıfBank 6. Fon'da biri
...","VakıfBank 21 Ocak 2025 19:05    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözülmedi,1.0,"Yıllardır VakıfBank maaş müşterisiyim. Biriktirdiğim paralarımı da VakıfBank 6. Fon'da değerlendiriyorum. 20.01.2025 tarihi, Pazartesi günü, araç almak için VakıfBank 6. Fon'da biriktirdiğim paramı, daha sonra satıcı kişiye havale etmek için TL'ye çevirdiğimde işlem sırasında fark edemediğim, daha s...",#Fon,5425.0,,https://www.sikayetvar.com/vakifbank/vakifbank-6-fonda-stopaj-kesintisi-magduriyeti,VakifBank,VakıfBank,2025-01,44
